0,0,0,0,-1.4244,0.0001,0,1.5708,0,0,-0.00061,0,0,0,0,-0.110747
1,0,0,0,-1.4244,0.0001,0,1.5708,0,0,-0.00061,0,0,0,0,-0.179504
2,0,0,0,-1.4244,0.0001,0,1.5708,0,0,-0.00061,-0.00125,0,25000,25000,-0.215964
3,0,0,0,-1.4244,0.185,0,0.00054054,1250,1250,-0.009766,4.891,-0.0005,0,0,0.120278
4,0,-0.02,0,-1.4244,0.53,0,0.000188679,1250,1250,-0.012818,6.2155,-0.0005,0,0,0.334121
5,0,-0.06,0.05,-1.4244,0.855,0,-0.000233918,1250,1250,-0.005188,6.41325,-0.0005,0,0,0.284889
6,0.02,-0.1,0.1,-1.4244,1.165,0,-0.000171674,1250,1250,0.002442,6.26325,-0.0005,0,0,-0.0247524
7,0.02,-0.18,0.2,-1.4244,1.4825,0,-0.000134907,1250,1250,0.008546,6.39825,0.0005,0,0,-0.0827877
8,0.04,-0.26,0.25,-1.4244,1.8025,0,-0.000110957,1250,1250,0.000916,6.46375,0.0005,0,0,-0.193492
9,0.06,-0.36,0.35,-1.4244,2.1275,0,4.70035e-05,1250,1250,0.003968,6.48175,0.001,0,0,-0.300525
10,0.06,-0.46,0.45,-1.4244,2.45,0,4.08163e-05,1250,1250,-0.009766,6.48525,-0.0005,0,0,0.410572
11,0.08,-0.6,0.6,-1.4244,2.775,0,3.6036e-05,1250,1250,-0.011292,6.48575,-0.001,0,0,0.364128
12,0.1,-0.74,0.75,-1.4244,3.1,0,3.22581e-05,1250,1250,0.010072,6.4825,0,0,0,0.00550461
13,0.14,-0.9,0.9,-1.4244,3.4225,0,2.92184e-05,1250,1250,0.005494,6.47625,0,0,0,-0.0880617
14,0.16,-1.08,1.1,-1.4244,3.7475,0,2.66845e-05,1250,1250,0.010835,6.471,0.001,0,0,-0.309868
15,0.18,-1.28,1.3,-1.4244,4.07,0,2.457e-05,1250,1250,0.000916,6.4685,0.0005,0,0,0.0727775
16,0.22,-1.48,1.5,-1.4244,4.3925,0,2.27661e-05,1250,1250,-0.005188,6.4675,0,0,0,0.0282463
17,0.26,-1.7,1.7,-1.4244,4.7175,0,2.11977e-05,1250,1250,0.003968,6.46725,0,0,0,-0.147331
18,0.28,-1.94,1.95,-1.4244,5.04,0,1.98413e-05,1250,1250,-0.005188,6.46675,-0.0005,0,0,0.281903
19,0.32,-2.2,2.2,-1.4244,5.3625,0,1.8648e-05,1250,1250,-0.003662,6.46575,-0.0005,0,0,0.178587
20,0.36,-2.48,2.5,-1.4244,5.6875,0,1.75824e-05,1250,1250,0.008546,6.4645,0.0005,0,0,-0.0402449
21,0.4,-2.76,2.8,-1.4244,6.01,0,1.66389e-05,1250,1250,0.003968,6.46275,0.0005,0,0,0.129576
22,0.46,-3.08,3.1,-1.4244,6.3325,0,1.57916e-05,1250,1250,0.005494,6.461,0.0005,0,0,-0.19939
23,0.5,-3.4,3.45,-1.4244,6.655,0,1.50263e-05,1250,1250,0.010072,6.45925,0.001,0,0,-0.240794
24,0.56,-3.74,3.8,-1.4244,6.9775,0,1.43318e-05,1250,1250,-0.005188,6.4575,0,0,0,-0.114914
25,0.6,-4.08,4.1,-1.4244,7.3,0,1.36986e-05,1250,1250,-0.002136,6.4555,0,0,0,0.135034
26,0.66,-4.46,4.5,-1.4244,7.6225,0,1.31191e-05,1250,1250,-0.011292,6.4535,-0.001,0,0,0.0480857
27,0.72,-4.84,4.9,-1.4244,7.945,0,1.25865e-05,1250,1250,0.003968,6.4515,0,0,0,-0.304589
28,0.78,-5.24,5.3,-1.4244,8.2675,0,1.20956e-05,1250,1250,-0.009766,6.4495,-0.001,0,0,-0.0564326
29,0.84,-5.66,5.7,-1.4244,8.59,0,1.16414e-05,1250,1250,-0.011292,6.44725,-0.001,0,0,-0.0401301
30,0.9,-6.1,6.15,-1.4244,8.9125,0,-2.24404e-05,1250,1250,-0.012818,6.445,-0.0015,0,0,0.176527
31,0.96,-6.54,6.6,-1.4244,9.235,-0.0002,-2.16567e-05,1250,1250,-0.014344,6.44275,-0.0015,-3197.5,-3197.5,0.456934
32,1.04,-7,7.1,-1.4244,9.5575,-0.0002,-2.0926e-05,1250,1250,-0.005188,6.44025,-0.0015,-12388.8,-12388.8,0.113484
33,1.1,-7.48,7.55,-1.4244,9.8675,-0.0002,-2.02686e-05,1090.08,1090.08,0.00702,6.00525,-0.0005,-18025.3,-18025.3,-0.0588102
34,1.18,-7.98,8.05,-1.4244,10.1375,0,-1.97287e-05,630.56,630.56,-0.00061,4.84575,-0.0005,-16529.9,-16529.9,-0.0724981
35,1.26,-8.48,8.55,-1.4244,10.355,0,9.65717e-06,188.8,188.8,0.003968,3.8945,0,-13893.5,-13893.5,-0.196654
36,1.32,-9,9.1,-1.4244,10.53,0,9.49668e-06,-196,-196,-0.005188,3.17925,-0.0005,-11185,-11185,0.109866
37,1.4,-9.52,9.6,-1.4244,10.655,-0.0002,-1.87705e-05,-505.92,-505.92,-0.006714,-2.55775,-0.0075,-8549.1,-8549.1,0.19701
38,1.48,-10.04,10.15,-1.4244,10.4775,-0.0004,-1.90885e-05,-755.28,-755.28,-0.00061,-4.236,-0.0005,1496.85,1496.85,0.171273
39,1.56,-10.56,10.65,-1.4244,10.2425,-0.0002,9.76324e-06,-933.44,-933.44,0.002442,-5.2265,0.0035,11757.6,11757.6,-0.272355
40,1.64,-11.06,11.2,-1.4244,10.0175,0.0002,9.98253e-06,-680.48,-680.48,0.00702,-3.84375,0.0055,13110.9,13110.9,-0.395936
